Gene	LINC1KD-1-D2-NTC_ATCACG_L008	LINC1KD-2-D2-658_CGATGT_L008	LINC1KD-3-D3-NTC_TTAGGC_L008	LINC1KD-4-1D3-658_TGACCA_L008	LINC1KD-5-2D3-NTC_GCCAAT_L008	LINC1KD-6-2D3-658_TAGCTT_L008
ENSMUSG00000082418.1	0	0	0	0	0	2
ENSMUSG00000082419.3	0	0	0	0	0	0
ENSMUSG00000082420.2	0	0	0	0	0	0
ENSMUSG00000082421.1	0	0	0	0	0	0
ENSMUSG00000082422.1	0	0	0	0	0	0
ENSMUSG00000082423.1	0	0	0	0	0	0
ENSMUSG00000082424.4	0	0	0	0	0	0
ENSMUSG00000082426.1	0	0	0	0	0	0
ENSMUSG00000082427.2	0	0	0	0	0	0
ENSMUSG00000082428.1	0	0	0	0	0	0
ENSMUSG00000082429.1	0	0	0	0	0	0
ENSMUSG00000082431.3	1	0	0	0	0	0
ENSMUSG00000082432.1	0	0	0	0	1	0
ENSMUSG00000082433.2	0	0	0	0	0	0
ENSMUSG00000082435.1	0	0	0	0	0	0
ENSMUSG00000082436.1	8	0	1	0	1	3
ENSMUSG00000082437.1	0	0	0	0	0	0
ENSMUSG00000082440.1	0	0	0	0	0	0
ENSMUSG00000082442.1	0	0	0	0	0	0
ENSMUSG00000082443.1	0	0	0	0	0	0
ENSMUSG00000082444.1	0	0	0	0	0	0
ENSMUSG00000082446.1	0	0	0	0	0	0
ENSMUSG00000082447.1	0	0	0	0	0	0
ENSMUSG00000082448.1	0	0	0	0	0	0
ENSMUSG00000082449.1	0	0	0	0	0	0
ENSMUSG00000082450.1	0	0	0	0	0	0
ENSMUSG00000082451.1	0	0	0	0	0	0
ENSMUSG00000082453.1	0	0	0	0	0	0
ENSMUSG00000082454.3	1	0	5	3	1	0
ENSMUSG00000082455.3	0	0	1	0	0	0
ENSMUSG00000082456.1	1	0	0	0	0	0
ENSMUSG00000082457.1	0	0	0	0	0	0
ENSMUSG00000082458.1	0	0	0	0	0	0
ENSMUSG00000082459.1	0	0	0	0	0	0
ENSMUSG00000082460.1	0	0	0	0	0	0
ENSMUSG00000082461.1	0	0	0	0	0	0
ENSMUSG00000082462.1	0	0	0	0	0	0
ENSMUSG00000082463.1	0	0	0	0	0	0
ENSMUSG00000082464.3	0	0	0	0	0	0
ENSMUSG00000082465.1	7	0	5	11	2	2
ENSMUSG00000082467.1	0	0	0	0	0	0
ENSMUSG00000082468.1	0	0	1	0	1	0
ENSMUSG00000082472.1	0	0	0	0	0	0
ENSMUSG00000082473.1	0	0	0	0	0	0
ENSMUSG00000082474.3	0	0	0	2	1	0
ENSMUSG00000082475.1	0	0	0	0	0	0
ENSMUSG00000082476.1	0	0	0	0	0	0
ENSMUSG00000082478.1	0	0	0	0	0	0
ENSMUSG00000082479.3	0	0	0	0	0	0
ENSMUSG00000082480.1	0	0	0	0	0	0
ENSMUSG00000082481.1	0	0	2	0	1	0
ENSMUSG00000082482.2	0	0	0	0	0	0
ENSMUSG00000082483.1	0	0	0	0	0	0
ENSMUSG00000082484.1	0	0	0	0	0	0
ENSMUSG00000082485.1	0	0	0	0	0	0
ENSMUSG00000082486.1	0	0	0	0	0	0
ENSMUSG00000082487.1	0	0	0	0	0	2
ENSMUSG00000082488.2	0	0	0	0	0	0
ENSMUSG00000082489.1	0	0	0	0	0	0
ENSMUSG00000082490.1	0	0	0	0	0	0
ENSMUSG00000082491.1	0	0	0	0	0	0
ENSMUSG00000082492.1	0	0	0	0	0	0
ENSMUSG00000082494.1	0	0	0	0	0	0
ENSMUSG00000082495.2	0	0	0	0	0	0
ENSMUSG00000082496.3	0	0	0	0	0	0
ENSMUSG00000082497.1	0	0	0	0	0	0
ENSMUSG00000082498.1	0	0	0	0	0	0
ENSMUSG00000082499.1	0	0	0	0	0	0
ENSMUSG00000082500.1	0	0	0	0	0	0
ENSMUSG00000082501.1	0	0	0	0	0	0
ENSMUSG00000082502.1	0	0	0	0	0	0
ENSMUSG00000082503.1	0	0	0	0	0	0
ENSMUSG00000082504.1	0	0	0	0	0	0
ENSMUSG00000082505.1	0	0	0	0	0	0
ENSMUSG00000082507.1	0	0	0	0	0	0
ENSMUSG00000082508.1	0	0	0	0	0	0
ENSMUSG00000082510.1	0	0	0	0	0	0
ENSMUSG00000082511.1	0	0	0	0	0	0
ENSMUSG00000082512.1	0	0	0	0	0	0
ENSMUSG00000082513.1	0	0	0	0	0	0
ENSMUSG00000082514.1	0	0	0	1	0	0
ENSMUSG00000082515.1	0	0	0	0	0	0
ENSMUSG00000082516.1	0	0	0	0	0	0
ENSMUSG00000082517.1	0	0	0	0	0	0
ENSMUSG00000082519.1	30	19	24	44	49	50
ENSMUSG00000082520.2	0	0	0	0	0	0
ENSMUSG00000082523.1	0	0	0	0	0	0
ENSMUSG00000082524.3	0	0	0	0	0	0
ENSMUSG00000082526.1	0	0	0	0	0	0
ENSMUSG00000082527.1	0	0	0	0	0	0
ENSMUSG00000082528.1	0	0	0	0	0	0
ENSMUSG00000082529.1	0	0	0	0	0	0
ENSMUSG00000082530.1	0	0	0	0	0	0
ENSMUSG00000082531.1	0	0	0	0	0	0
ENSMUSG00000082532.1	0	0	0	0	0	0
ENSMUSG00000082533.1	0	0	0	0	0	0
ENSMUSG00000082534.1	0	0	0	0	0	0
ENSMUSG00000082535.1	1	0	0	0	0	0
ENSMUSG00000082536.1	0	0	1	2	2	1
ENSMUSG00000082537.1	0	0	0	0	0	0
ENSMUSG00000082538.1	0	0	0	0	0	0
ENSMUSG00000082539.1	0	0	0	0	0	0
ENSMUSG00000082540.1	0	0	0	0	0	0
ENSMUSG00000082541.1	0	0	0	0	0	0
ENSMUSG00000082542.2	0	0	0	0	0	0
ENSMUSG00000082543.1	0	0	0	0	0	0
ENSMUSG00000082544.1	0	0	0	0	0	0
ENSMUSG00000082545.1	0	0	1	4	1	1
ENSMUSG00000082546.1	0	0	0	0	0	0
ENSMUSG00000082547.2	0	0	0	0	0	0
ENSMUSG00000082548.1	0	0	0	0	0	0
ENSMUSG00000082549.1	0	0	3	0	0	0
ENSMUSG00000082550.1	0	0	0	0	0	0
ENSMUSG00000082551.1	0	0	0	0	0	0
ENSMUSG00000082552.1	0	0	0	0	0	0
ENSMUSG00000082553.1	0	0	0	0	0	0
ENSMUSG00000082554.1	0	0	0	0	0	0
ENSMUSG00000082555.1	0	0	0	0	0	0
ENSMUSG00000082556.1	0	0	0	0	0	0
ENSMUSG00000082558.1	0	0	0	0	0	0
ENSMUSG00000082560.1	0	0	0	0	0	0
ENSMUSG00000082561.1	0	0	0	0	1	0
ENSMUSG00000082562.1	0	0	0	0	0	0
ENSMUSG00000082563.1	0	0	0	0	0	0
ENSMUSG00000082564.1	0	0	0	0	0	0
ENSMUSG00000082565.1	0	0	0	0	0	0
ENSMUSG00000082566.1	0	0	0	0	0	0
ENSMUSG00000082567.1	0	0	0	0	0	0
ENSMUSG00000082569.1	0	0	0	0	0	0
ENSMUSG00000082570.1	0	0	0	0	0	0
ENSMUSG00000082571.1	0	0	0	0	0	0
ENSMUSG00000082573.1	0	0	0	0	0	0
ENSMUSG00000082574.3	0	0	0	0	0	0
ENSMUSG00000082575.1	0	0	0	0	0	0
ENSMUSG00000082576.1	0	0	0	0	1	0
ENSMUSG00000082577.2	0	0	0	0	0	0
ENSMUSG00000082578.1	0	0	0	0	0	0
ENSMUSG00000082579.1	0	0	0	0	0	0
ENSMUSG00000082580.3	0	0	0	0	0	0
ENSMUSG00000082581.2	0	0	0	0	0	0
ENSMUSG00000082583.2	0	0	0	0	0	0
ENSMUSG00000082584.1	0	0	0	0	0	0
ENSMUSG00000082585.3	0	0	0	0	0	0
ENSMUSG00000082586.2	0	0	0	0	0	0
ENSMUSG00000082587.1	0	0	0	0	1	0
ENSMUSG00000082588.1	0	0	0	0	0	0
ENSMUSG00000082589.1	0	0	0	0	0	0
ENSMUSG00000082590.1	0	0	0	0	0	0
ENSMUSG00000082591.1	0	0	0	0	0	0
ENSMUSG00000082592.1	0	0	0	0	0	0
ENSMUSG00000082593.1	0	0	0	0	0	0
ENSMUSG00000082594.1	0	0	0	0	0	0
ENSMUSG00000082595.1	0	0	0	0	0	0
ENSMUSG00000082596.1	0	0	0	0	0	0
ENSMUSG00000082597.1	0	0	0	0	0	0
ENSMUSG00000082598.1	0	0	0	0	0	0
ENSMUSG00000082599.3	0	0	0	0	0	0
ENSMUSG00000082600.1	0	0	0	0	0	0
ENSMUSG00000082601.1	0	0	0	0	0	0
ENSMUSG00000082602.1	0	0	0	0	0	0
ENSMUSG00000082604.3	0	0	0	0	0	0
ENSMUSG00000082605.1	0	0	4	0	2	5
ENSMUSG00000082606.1	0	0	0	0	0	0
ENSMUSG00000082607.1	0	0	0	0	0	0
ENSMUSG00000082608.1	0	0	0	0	0	0
ENSMUSG00000082609.1	0	0	0	0	0	0
ENSMUSG00000082610.1	0	0	0	0	0	0
ENSMUSG00000082611.1	0	0	0	0	0	0
ENSMUSG00000082612.1	0	0	0	0	0	0
ENSMUSG00000082613.1	0	0	0	0	0	0
ENSMUSG00000082614.1	0	0	0	0	0	0
ENSMUSG00000082615.1	0	0	0	0	0	0
ENSMUSG00000082616.1	0	0	0	0	0	0
ENSMUSG00000082617.3	0	0	0	0	0	0
ENSMUSG00000082618.1	0	0	0	0	0	0
ENSMUSG00000082619.1	0	0	0	0	0	0
ENSMUSG00000082620.1	0	0	0	0	0	0
ENSMUSG00000082621.1	0	0	0	0	0	0
ENSMUSG00000082622.1	0	0	0	0	0	0
ENSMUSG00000082623.1	0	0	0	0	0	0
ENSMUSG00000082624.1	0	0	0	0	0	0
ENSMUSG00000082625.1	1	0	0	0	0	0
ENSMUSG00000082626.1	1	0	0	0	0	0
ENSMUSG00000082628.1	0	0	0	0	0	0
ENSMUSG00000082629.3	0	0	0	0	0	0
ENSMUSG00000082630.1	0	0	0	0	0	0
ENSMUSG00000082632.2	0	0	0	0	1	1
ENSMUSG00000082633.1	0	0	0	0	0	0
ENSMUSG00000082634.1	0	0	0	0	0	0
ENSMUSG00000082635.2	0	0	0	0	0	0
ENSMUSG00000082636.1	0	0	0	0	0	0
ENSMUSG00000082637.2	0	0	0	0	0	0
ENSMUSG00000082638.1	0	0	0	0	0	0
ENSMUSG00000082639.8	0	0	0	0	0	0
ENSMUSG00000082641.1	0	0	0	0	0	0
ENSMUSG00000082644.1	0	0	0	0	0	0
ENSMUSG00000082645.3	0	0	0	0	0	0
ENSMUSG00000082646.1	0	0	0	0	0	0
ENSMUSG00000082647.1	0	0	0	0	0	0
ENSMUSG00000082648.1	0	0	0	0	0	0
ENSMUSG00000082649.1	0	0	0	0	0	0
ENSMUSG00000082650.1	0	0	0	0	0	0
ENSMUSG00000082651.1	0	0	0	0	0	0
ENSMUSG00000082652.1	0	0	0	0	0	0
ENSMUSG00000082653.1	0	0	0	0	0	0
ENSMUSG00000082655.1	0	0	0	0	0	0
ENSMUSG00000082656.1	0	0	0	0	0	0
ENSMUSG00000082657.1	0	0	0	0	0	0
ENSMUSG00000082658.1	0	0	0	0	0	6
ENSMUSG00000082660.1	0	0	0	0	0	0
ENSMUSG00000082661.1	0	0	0	0	0	0
ENSMUSG00000082662.1	0	0	0	0	0	0
ENSMUSG00000082663.2	0	0	0	0	0	0
ENSMUSG00000082664.1	0	0	0	0	0	0
ENSMUSG00000082665.1	0	0	0	0	0	0
ENSMUSG00000082666.1	0	0	0	0	0	0
ENSMUSG00000082667.1	0	0	0	0	0	0
ENSMUSG00000082669.1	0	0	0	0	0	0
ENSMUSG00000082670.1	0	0	0	0	1	0
ENSMUSG00000082671.2	0	0	0	0	0	0
ENSMUSG00000082672.1	0	0	0	0	0	0
ENSMUSG00000082673.1	0	6	0	0	0	0
ENSMUSG00000082674.1	0	0	0	0	0	0
ENSMUSG00000082675.1	0	0	0	0	0	0
ENSMUSG00000082676.1	0	0	0	0	0	0
ENSMUSG00000082677.1	0	0	0	0	0	0
ENSMUSG00000082678.1	0	0	0	0	0	0
ENSMUSG00000082679.1	0	0	0	0	0	0
ENSMUSG00000082680.1	0	0	0	0	0	0
ENSMUSG00000082681.1	0	0	0	0	0	0
ENSMUSG00000082682.1	0	0	0	0	0	0
ENSMUSG00000082683.1	0	0	0	0	0	0
ENSMUSG00000082684.1	0	0	0	0	0	0
ENSMUSG00000082686.1	0	0	0	0	0	0
ENSMUSG00000082687.1	0	0	0	0	0	0
ENSMUSG00000082688.1	0	0	0	0	0	0
ENSMUSG00000082689.1	0	0	0	0	0	0
ENSMUSG00000082690.1	0	0	0	0	0	0
ENSMUSG00000082691.6	0	0	0	0	0	0
ENSMUSG00000082692.2	0	1	0	0	0	0
ENSMUSG00000082693.3	0	0	0	0	0	0
ENSMUSG00000082696.1	0	0	0	0	0	0
ENSMUSG00000082698.1	0	0	0	0	0	0
ENSMUSG00000082699.1	0	0	0	0	0	0
ENSMUSG00000082700.1	0	0	0	0	0	0
ENSMUSG00000082701.1	0	0	0	0	0	0
ENSMUSG00000082703.1	0	0	0	0	0	0
ENSMUSG00000082704.1	0	0	0	0	0	0
ENSMUSG00000082705.1	7	0	0	0	0	0
ENSMUSG00000082706.1	0	0	0	0	0	0
ENSMUSG00000082707.1	0	0	0	0	0	0
ENSMUSG00000082708.1	0	0	0	0	0	0
ENSMUSG00000082709.1	0	0	0	0	0	0
ENSMUSG00000082710.1	0	0	0	0	0	0
ENSMUSG00000082711.1	0	0	0	6	1	0
ENSMUSG00000082712.2	0	0	0	0	0	0
ENSMUSG00000082713.1	0	0	0	0	0	0
ENSMUSG00000082714.1	0	0	0	0	0	0
ENSMUSG00000082715.1	0	0	0	1	0	0
ENSMUSG00000082716.1	0	0	0	0	1	0
ENSMUSG00000082717.1	0	0	0	0	0	0
ENSMUSG00000082718.1	0	0	0	0	0	0
ENSMUSG00000082720.1	0	0	0	0	0	0
ENSMUSG00000082721.1	0	0	0	0	0	0
ENSMUSG00000082722.1	0	0	0	0	0	0
ENSMUSG00000082723.1	0	0	0	0	0	0
ENSMUSG00000082724.3	0	0	0	0	0	0
ENSMUSG00000082725.1	0	0	0	0	0	0
ENSMUSG00000082726.1	0	10	8	3	3	2
ENSMUSG00000082727.2	0	0	0	0	0	0
ENSMUSG00000082728.1	10	0	10	15	6	2
ENSMUSG00000082729.3	0	0	0	0	0	0
ENSMUSG00000082730.1	0	0	0	0	0	0
ENSMUSG00000082732.1	0	0	0	0	0	0
ENSMUSG00000082733.1	0	0	0	0	0	0
ENSMUSG00000082734.2	0	0	0	0	0	0
ENSMUSG00000082735.1	0	0	0	0	0	0
ENSMUSG00000082736.1	0	0	0	0	0	0
ENSMUSG00000082737.3	0	0	0	0	0	0
ENSMUSG00000082738.1	0	0	0	0	0	0
ENSMUSG00000082739.3	0	0	0	0	0	0
ENSMUSG00000082740.1	6	0	0	0	0	0
ENSMUSG00000082741.1	0	0	0	0	1	0
ENSMUSG00000082743.1	0	0	0	0	0	0
ENSMUSG00000082744.1	0	0	0	0	0	0
ENSMUSG00000082745.1	0	0	0	0	0	0
ENSMUSG00000082746.1	0	10	7	0	2	0
ENSMUSG00000082749.1	0	0	0	0	0	0
ENSMUSG00000082750.1	0	0	0	0	0	0
ENSMUSG00000082751.1	0	0	0	0	0	0
ENSMUSG00000082752.1	0	0	0	0	0	0
ENSMUSG00000082754.2	0	0	0	0	0	0
ENSMUSG00000082755.1	0	0	0	0	0	0
ENSMUSG00000082757.1	0	0	0	0	0	0
ENSMUSG00000082758.1	0	6	0	3	0	9
ENSMUSG00000082759.1	0	0	0	0	0	0
ENSMUSG00000082760.2	0	0	0	3	2	0
ENSMUSG00000082762.1	0	0	0	0	0	0
ENSMUSG00000082763.1	0	0	0	0	0	0
ENSMUSG00000082765.3	0	0	1	0	0	0
ENSMUSG00000082766.1	0	0	0	0	0	0
ENSMUSG00000082767.1	0	0	0	0	0	0
ENSMUSG00000082768.1	0	0	0	0	0	0
ENSMUSG00000082769.3	0	0	0	0	0	0
ENSMUSG00000082770.1	0	0	0	0	0	0
ENSMUSG00000082771.1	0	0	0	0	0	0
ENSMUSG00000082772.3	0	0	0	0	0	0
ENSMUSG00000082773.1	0	0	0	0	0	0
ENSMUSG00000082774.1	0	0	1	0	1	10
ENSMUSG00000082775.1	0	0	0	0	0	0
ENSMUSG00000082776.3	21	0	4	8	7	3
ENSMUSG00000082777.1	0	0	0	0	0	0
ENSMUSG00000082778.1	0	0	0	0	0	0
ENSMUSG00000082779.1	1	11	0	3	1	7
ENSMUSG00000082780.2	0	0	0	0	0	2
ENSMUSG00000082781.1	0	0	0	0	0	0
ENSMUSG00000082782.1	0	0	0	0	0	0
ENSMUSG00000082783.2	0	0	0	0	0	0
ENSMUSG00000082784.1	0	0	0	0	0	0
ENSMUSG00000082785.3	0	0	0	0	0	0
ENSMUSG00000082786.1	0	0	0	0	0	0
ENSMUSG00000082788.1	0	0	0	0	0	0
ENSMUSG00000082789.3	0	0	0	0	0	0
ENSMUSG00000082790.1	0	0	0	0	0	0
ENSMUSG00000082791.3	0	0	0	0	0	0
ENSMUSG00000082792.1	0	0	0	0	0	0
ENSMUSG00000082793.1	0	0	0	0	0	0
ENSMUSG00000082794.1	0	0	0	0	0	0
ENSMUSG00000082795.1	0	0	0	0	0	0
ENSMUSG00000082796.1	0	0	0	0	0	0
ENSMUSG00000082797.3	0	0	0	0	0	0
ENSMUSG00000082798.1	0	0	0	0	0	0
ENSMUSG00000082799.1	0	0	0	0	0	0
ENSMUSG00000082800.1	0	0	0	0	0	0
ENSMUSG00000082802.2	0	0	0	0	0	0
ENSMUSG00000082804.3	0	0	0	0	0	0
ENSMUSG00000082806.1	0	0	0	0	0	0
ENSMUSG00000082807.1	0	0	0	0	0	0
ENSMUSG00000082809.3	5	0	0	0	1	0
ENSMUSG00000082810.1	0	0	0	0	0	0
ENSMUSG00000082812.1	0	0	0	0	0	0
ENSMUSG00000082814.1	0	0	0	0	0	0
ENSMUSG00000082815.2	0	0	0	0	0	0
ENSMUSG00000082816.1	0	0	0	0	1	0
ENSMUSG00000082817.1	0	0	0	0	0	0
ENSMUSG00000082818.1	0	0	0	0	0	0
ENSMUSG00000082819.2	0	0	0	0	0	0
ENSMUSG00000082820.3	0	0	0	0	0	0
ENSMUSG00000082821.1	0	0	0	0	0	0
ENSMUSG00000082822.1	0	0	0	0	0	0
ENSMUSG00000082823.3	0	0	0	0	0	0
ENSMUSG00000082824.1	0	0	0	0	0	0
ENSMUSG00000082825.1	0	0	0	0	0	0
ENSMUSG00000082826.1	0	0	0	0	0	0
ENSMUSG00000082827.3	0	0	0	0	0	0
ENSMUSG00000082828.1	0	0	0	0	0	0
ENSMUSG00000082829.1	0	0	0	0	0	0
ENSMUSG00000082831.1	0	0	0	0	0	0
ENSMUSG00000082832.1	0	0	0	0	0	0
ENSMUSG00000082833.1	0	0	0	0	0	0
ENSMUSG00000082835.1	1	0	0	0	0	0
ENSMUSG00000082836.1	0	0	0	0	0	0
ENSMUSG00000082837.1	0	0	0	0	0	0
ENSMUSG00000082838.1	0	0	0	0	0	0
ENSMUSG00000082839.1	0	0	0	0	0	0
ENSMUSG00000082840.1	0	0	0	0	0	0
ENSMUSG00000082841.1	0	0	0	0	0	0
ENSMUSG00000082842.1	0	0	0	0	0	0
ENSMUSG00000082843.2	0	0	0	0	0	0
ENSMUSG00000082844.1	0	0	0	0	0	0
ENSMUSG00000082845.1	0	0	0	0	0	0
ENSMUSG00000082846.1	0	0	0	0	0	0
ENSMUSG00000082847.1	0	0	0	0	0	0
ENSMUSG00000082848.1	0	0	0	0	0	0
ENSMUSG00000082849.1	0	0	0	0	0	0
ENSMUSG00000082850.1	0	0	0	0	0	0
ENSMUSG00000082851.1	0	0	0	0	0	0
ENSMUSG00000082852.2	0	0	0	0	0	0
ENSMUSG00000082853.1	0	0	0	0	0	0
ENSMUSG00000082855.1	0	0	0	0	0	0
ENSMUSG00000082856.1	0	0	0	0	0	0
ENSMUSG00000082857.1	0	0	0	0	0	0
ENSMUSG00000082858.1	0	0	0	0	0	0
ENSMUSG00000082859.1	0	0	0	0	0	0
ENSMUSG00000082860.1	0	0	0	0	0	0
ENSMUSG00000082861.3	1	0	0	1	0	1
ENSMUSG00000082862.1	0	0	0	0	0	0
ENSMUSG00000082863.1	0	0	0	0	0	0
ENSMUSG00000082864.1	0	0	0	0	0	0
ENSMUSG00000082865.1	0	0	0	0	0	0
ENSMUSG00000082867.1	0	0	0	0	0	0
ENSMUSG00000082868.1	0	0	0	0	0	0
ENSMUSG00000082869.1	0	0	0	0	0	0
ENSMUSG00000082870.1	0	0	0	0	0	0
ENSMUSG00000082871.2	0	0	0	0	0	0
ENSMUSG00000082872.1	0	0	0	0	0	0
ENSMUSG00000082873.1	0	0	0	0	0	0
ENSMUSG00000082874.4	0	0	0	0	0	0
ENSMUSG00000082875.1	0	0	0	0	0	0
ENSMUSG00000082876.1	0	0	0	0	0	0
ENSMUSG00000082877.1	0	0	0	0	0	0
ENSMUSG00000082878.1	0	0	0	0	0	0
ENSMUSG00000082879.1	0	0	0	0	0	0
ENSMUSG00000082882.2	0	0	0	0	0	0
ENSMUSG00000082884.1	0	0	0	0	0	0
ENSMUSG00000082886.1	0	0	0	0	0	0
ENSMUSG00000082887.1	0	0	0	0	0	0
ENSMUSG00000082888.1	0	0	0	0	0	0
ENSMUSG00000082889.1	0	0	0	0	0	0
ENSMUSG00000082890.1	0	0	0	0	0	0
ENSMUSG00000082891.1	0	0	0	0	0	0
ENSMUSG00000082892.2	0	0	0	0	0	0
ENSMUSG00000082893.1	0	0	0	0	0	0
ENSMUSG00000082894.1	0	0	0	0	0	0
ENSMUSG00000082895.1	0	0	0	0	0	0
ENSMUSG00000082896.1	1	0	0	1	2	2
ENSMUSG00000082897.1	0	0	0	0	0	0
ENSMUSG00000082898.1	0	0	0	0	0	0
ENSMUSG00000082899.1	0	0	0	0	0	0
ENSMUSG00000082900.1	0	0	0	0	0	0
ENSMUSG00000082901.1	0	0	0	0	0	0
ENSMUSG00000082902.3	0	0	0	0	0	0
ENSMUSG00000082903.1	0	0	0	0	0	0
ENSMUSG00000082905.1	0	0	0	0	0	0
ENSMUSG00000082906.1	0	0	0	0	0	1
ENSMUSG00000082907.1	0	0	0	0	0	0
ENSMUSG00000082908.4	0	0	0	0	0	0
ENSMUSG00000082910.1	0	0	0	0	0	0
ENSMUSG00000082911.1	0	0	0	0	0	0
ENSMUSG00000082912.1	0	0	0	0	0	0
ENSMUSG00000082913.1	0	0	0	0	0	0
ENSMUSG00000082915.1	0	0	0	0	0	0
ENSMUSG00000082917.1	0	0	0	2	0	0
ENSMUSG00000082918.3	0	0	0	0	0	0
ENSMUSG00000082919.1	0	0	0	0	0	0
ENSMUSG00000082920.1	0	0	1	0	0	3
ENSMUSG00000082922.3	0	0	0	0	0	0
ENSMUSG00000082924.1	0	0	0	0	0	0
ENSMUSG00000082925.1	0	0	1	0	0	0
ENSMUSG00000082926.3	0	0	0	0	0	0
ENSMUSG00000082927.3	0	0	0	0	0	0
ENSMUSG00000082928.1	0	0	0	0	0	0
ENSMUSG00000082929.1	0	0	0	0	0	0
ENSMUSG00000082930.1	0	0	0	0	0	0
ENSMUSG00000082931.1	0	0	0	0	0	0
ENSMUSG00000082932.3	0	0	0	0	0	0
ENSMUSG00000082933.1	0	0	0	0	0	0
ENSMUSG00000082934.1	0	0	0	0	0	0
ENSMUSG00000082935.3	0	0	0	0	0	6
ENSMUSG00000082936.1	7	0	0	0	0	0
ENSMUSG00000082937.1	0	0	0	0	0	0
ENSMUSG00000082938.1	0	0	0	0	0	0
ENSMUSG00000082939.1	0	0	0	0	0	0
ENSMUSG00000082940.1	0	0	0	0	0	0
ENSMUSG00000082941.1	0	0	0	0	0	0
ENSMUSG00000082943.1	0	0	0	0	0	0
ENSMUSG00000082945.1	0	0	0	0	0	0
ENSMUSG00000082947.1	0	0	0	0	0	0
ENSMUSG00000082949.1	0	0	0	0	0	0
ENSMUSG00000082950.1	0	0	0	0	0	0
ENSMUSG00000082951.1	0	0	0	0	0	0
ENSMUSG00000082952.1	0	0	0	0	0	0
ENSMUSG00000082953.3	4	6	6	0	0	0
ENSMUSG00000082954.1	0	0	0	0	0	0
ENSMUSG00000082955.1	0	0	0	0	0	0
ENSMUSG00000082956.3	0	0	0	0	0	0
ENSMUSG00000082957.1	0	0	0	0	0	0
ENSMUSG00000082958.1	0	0	0	0	0	0
ENSMUSG00000082960.1	0	0	0	0	0	0
ENSMUSG00000082961.1	0	0	0	0	0	0
ENSMUSG00000082962.3	0	0	0	0	0	0
ENSMUSG00000082963.1	0	0	0	0	0	0
ENSMUSG00000082964.3	0	0	0	0	0	0
ENSMUSG00000082965.1	0	0	0	0	0	0
ENSMUSG00000082966.1	0	0	0	0	0	0
ENSMUSG00000082967.2	0	0	0	0	0	0
ENSMUSG00000082968.1	0	0	0	0	0	0
ENSMUSG00000082969.1	0	0	0	0	1	1
ENSMUSG00000082970.1	0	0	0	0	0	0
ENSMUSG00000082971.1	0	0	0	0	0	0
ENSMUSG00000082973.1	0	0	0	0	0	0
ENSMUSG00000082974.1	0	0	0	0	0	0
ENSMUSG00000082975.1	0	0	0	0	0	0
ENSMUSG00000082976.10	0	0	0	0	0	0
ENSMUSG00000082977.1	0	0	0	0	0	0
ENSMUSG00000082978.1	1	0	0	2	0	0
ENSMUSG00000082980.5	0	0	0	0	0	0
ENSMUSG00000082981.1	0	0	1	0	0	0
ENSMUSG00000082982.2	0	0	0	0	0	0
ENSMUSG00000082983.1	0	0	0	0	0	0
ENSMUSG00000082985.2	0	0	0	0	0	0
ENSMUSG00000082986.1	0	0	0	0	0	0
ENSMUSG00000082987.1	0	0	0	0	0	0
ENSMUSG00000082988.3	0	0	0	0	0	0
ENSMUSG00000082989.1	0	0	0	0	0	0
ENSMUSG00000082990.1	0	0	0	0	0	0
ENSMUSG00000082991.1	0	0	0	0	0	0
ENSMUSG00000082993.1	0	0	0	0	0	0
ENSMUSG00000082994.1	0	0	0	0	0	0
ENSMUSG00000082995.1	0	0	0	0	0	0
ENSMUSG00000082996.1	0	1	0	0	0	0
ENSMUSG00000082997.1	0	0	0	0	0	0
ENSMUSG00000082998.3	0	0	0	0	0	0
ENSMUSG00000083000.1	0	0	0	0	0	0
ENSMUSG00000083001.1	0	0	0	0	0	0
ENSMUSG00000083004.1	11	0	0	0	0	0
ENSMUSG00000083005.1	0	0	0	0	0	0
ENSMUSG00000083006.1	0	0	0	0	0	0
ENSMUSG00000083007.1	0	0	0	0	1	0
ENSMUSG00000083008.1	0	0	0	0	0	0
ENSMUSG00000083009.1	0	6	1	0	0	0
ENSMUSG00000083010.1	0	0	0	0	0	0
ENSMUSG00000083011.1	0	0	1	0	0	0
ENSMUSG00000083012.8	572	584	482	634	713	668
ENSMUSG00000083013.1	0	0	0	0	0	0
ENSMUSG00000083014.1	0	0	0	0	0	0
ENSMUSG00000083015.1	0	0	0	0	0	0
ENSMUSG00000083016.4	0	0	0	0	0	0
ENSMUSG00000083017.1	0	0	0	0	0	0
ENSMUSG00000083018.1	0	0	0	0	0	0
ENSMUSG00000083019.2	0	0	0	0	0	0
ENSMUSG00000083020.1	0	0	0	0	0	0
ENSMUSG00000083022.1	55	42	349	216	59	107
ENSMUSG00000083023.1	0	0	0	0	0	0
ENSMUSG00000083024.1	0	0	0	0	0	0
ENSMUSG00000083025.1	0	0	0	0	0	0
ENSMUSG00000083026.1	0	0	0	0	0	0
ENSMUSG00000083027.1	0	0	0	0	0	0
ENSMUSG00000083029.1	0	0	0	0	0	0
ENSMUSG00000083030.1	0	0	0	0	0	0
ENSMUSG00000083031.1	0	0	0	0	0	0
ENSMUSG00000083032.1	0	0	0	0	0	0
