Gene	LINC1KD-1-D2-NTC_ATCACG_L008	LINC1KD-2-D2-658_CGATGT_L008	LINC1KD-3-D3-NTC_TTAGGC_L008	LINC1KD-4-1D3-658_TGACCA_L008	LINC1KD-5-2D3-NTC_GCCAAT_L008	LINC1KD-6-2D3-658_TAGCTT_L008
ENSMUSG00000002771.12	24	40	33	10	22	26
ENSMUSG00000002778.14	2815	2715	1997	3086	2220	3191
ENSMUSG00000002781.19	418	451	344	511	543	662
ENSMUSG00000002791.16	0	0	0	1	0	0
ENSMUSG00000002797.9	104	167	117	242	149	224
ENSMUSG00000002799.5	330	395	199	370	318	405
ENSMUSG00000002803.13	229	294	166	235	225	262
ENSMUSG00000002804.3	160	188	123	122	209	149
ENSMUSG00000002808.6	76	422	109	323	146	301
ENSMUSG00000002812.4	1916	1980	1495	2051	1825	1420
ENSMUSG00000002814.15	1009	803	900	915	825	919
ENSMUSG00000002820.6	790	859	598	798	930	910
ENSMUSG00000002825.7	960	1064	813	1449	1059	1240
ENSMUSG00000002831.13	0	0	0	0	0	0
ENSMUSG00000002833.10	3995	3264	2647	3807	3645	3180
ENSMUSG00000002835.8	3309	2973	2151	2818	2772	2562
ENSMUSG00000002844.8	4341	5537	3641	5630	4683	5078
ENSMUSG00000002845.14	1513	2005	1787	1768	1802	2063
ENSMUSG00000002846.9	495	627	363	509	490	752
ENSMUSG00000002847.6	116	118	177	237	142	168
ENSMUSG00000002870.8	8593	8682	7168	8609	7740	8803
ENSMUSG00000002871.14	101	104	69	136	137	132
ENSMUSG00000002881.14	243	368	241	460	206	327
ENSMUSG00000002885.14	1746	2130	1329	2224	1486	2091
ENSMUSG00000002897.5	251	251	180	253	276	274
ENSMUSG00000002900.16	3015	2816	3144	5103	2951	4248
ENSMUSG00000002908.17	29	30	21	23	59	25
ENSMUSG00000002910.11	150	191	94	210	189	166
ENSMUSG00000002930.6	0	0	0	0	0	0
ENSMUSG00000002944.15	0	0	0	0	0	0
ENSMUSG00000002948.19	566	546	587	902	689	712
ENSMUSG00000002949.15	1313	1431	995	1688	1204	1427
ENSMUSG00000002957.11	4386	4912	3432	4404	3408	3712
ENSMUSG00000002963.17	591	518	309	576	447	475
ENSMUSG00000002968.8	3922	4075	2671	3941	3419	3229
ENSMUSG00000002980.14	2992	2591	2506	3001	2533	2113
ENSMUSG00000002981.10	2990	2928	2066	3181	2431	3217
ENSMUSG00000002983.17	219	285	114	192	237	196
ENSMUSG00000002984.17	7394	8201	4896	9197	5729	8927
ENSMUSG00000002985.16	4623	4915	4995	4879	7070	5705
ENSMUSG00000002992.17	0	0	0	0	0	0
ENSMUSG00000002996.17	547	445	441	449	592	522
ENSMUSG00000002997.15	24	97	31	54	57	64
ENSMUSG00000003031.14	738	742	553	862	930	1104
ENSMUSG00000003032.8	8690	8312	4938	8795	7369	9418
ENSMUSG00000003033.15	1431	1578	1105	1621	1555	1496
ENSMUSG00000003037.16	2372	2243	2207	2938	2542	2888
ENSMUSG00000003038.15	5154	6352	3754	6741	5693	7364
ENSMUSG00000003039.9	2608	2669	1846	3710	2525	2976
ENSMUSG00000003051.13	801	917	604	967	799	974
ENSMUSG00000003053.17	0	0	0	0	0	0
ENSMUSG00000003062.12	1020	1343	970	1239	1061	1497
ENSMUSG00000003068.16	1811	2076	1073	1820	1598	1592
ENSMUSG00000003070.6	176	153	87	157	155	163
ENSMUSG00000003072.15	7292	7369	5359	12536	7531	9517
ENSMUSG00000003099.11	2746	3360	2356	3704	2813	3247
ENSMUSG00000003119.14	2893	2796	2470	2639	2011	1877
ENSMUSG00000003123.15	451	478	258	276	353	327
ENSMUSG00000003131.7	1289	1259	1075	1397	1011	1279
ENSMUSG00000003134.10	367	479	233	374	283	265
ENSMUSG00000003135.15	1172	1382	907	1542	1329	1419
ENSMUSG00000003153.10	12742	9866	8484	8266	9991	9301
ENSMUSG00000003154.15	358	368	191	298	255	268
ENSMUSG00000003161.15	317	426	353	459	373	535
ENSMUSG00000003166.19	792	911	491	581	787	554
ENSMUSG00000003184.15	371	399	304	369	382	481
ENSMUSG00000003190.12	240	118	162	220	202	208
ENSMUSG00000003198.9	36	21	21	7	16	32
ENSMUSG00000003199.16	953	790	668	758	893	663
ENSMUSG00000003200.9	1933	1828	1355	2190	1839	2215
ENSMUSG00000003206.6	0	0	1	0	8	10
ENSMUSG00000003208.8	186	248	156	244	210	163
ENSMUSG00000003226.7	1547	1635	1521	1509	873	1399
ENSMUSG00000003227.4	0	0	0	0	2	0
ENSMUSG00000003228.8	66	108	93	98	56	105
ENSMUSG00000003233.11	1201	1033	748	950	814	721
ENSMUSG00000003234.15	860	876	898	974	952	1009
ENSMUSG00000003235.12	4709	5678	3777	5614	4036	5618
ENSMUSG00000003269.16	1729	2163	1219	1854	1602	2075
ENSMUSG00000003271.17	0	3	4	23	15	12
ENSMUSG00000003273.14	8	23	22	20	19	4
ENSMUSG00000003279.16	18	19	13	13	13	17
ENSMUSG00000003282.9	62	21	27	21	23	19
ENSMUSG00000003283.14	89	111	142	339	198	333
ENSMUSG00000003299.10	1986	2719	1602	2641	1877	2424
ENSMUSG00000003308.15	840	974	548	977	958	1248
ENSMUSG00000003309.14	99	84	64	126	88	113
ENSMUSG00000003316.14	5648	6253	4148	4667	3587	3978
ENSMUSG00000003341.9	0	2	16	6	4	12
ENSMUSG00000003344.14	1050	1079	604	967	842	948
ENSMUSG00000003345.16	2270	2493	1817	2554	2310	2471
ENSMUSG00000003346.14	1470	1399	894	1689	1554	1640
ENSMUSG00000003348.10	372	320	371	409	377	334
ENSMUSG00000003352.13	403	435	343	694	383	565
ENSMUSG00000003354.5	3	22	5	7	8	15
ENSMUSG00000003355.6	236	202	156	364	308	331
ENSMUSG00000003360.14	5043	4919	4117	5487	4907	4831
ENSMUSG00000003363.15	1283	1136	843	1093	1193	1220
ENSMUSG00000003378.9	334	164	133	131	199	106
ENSMUSG00000003379.7	2	10	7	14	3	5
ENSMUSG00000003380.11	615	941	638	1053	968	1108
ENSMUSG00000003382.18	619	717	486	683	744	727
ENSMUSG00000003402.14	4211	4307	3361	5065	4267	4815
ENSMUSG00000003410.8	218	253	166	191	182	181
ENSMUSG00000003411.10	19	69	27	81	42	49
ENSMUSG00000003418.11	202	414	251	390	160	222
ENSMUSG00000003420.8	76	7	65	23	57	21
ENSMUSG00000003421.13	1683	2032	1075	1706	1685	1819
ENSMUSG00000003423.15	751	757	564	896	791	1027
ENSMUSG00000003429.11	7997	11692	8617	11605	11037	12199
ENSMUSG00000003435.9	8376	7778	5751	7359	6422	6293
ENSMUSG00000003436.11	13	62	20	53	42	56
ENSMUSG00000003437.14	1604	1733	1536	2342	1878	2259
ENSMUSG00000003438.17	1823	2133	1618	2244	1856	2149
ENSMUSG00000003444.8	536	853	409	811	581	713
ENSMUSG00000003452.15	127	158	151	177	158	194
ENSMUSG00000003458.12	694	836	902	888	933	870
ENSMUSG00000003464.13	1554	1449	1295	1459	1505	1629
ENSMUSG00000003469.9	132	84	136	117	149	102
ENSMUSG00000003476.16	15	11	13	9	13	11
ENSMUSG00000003477.5	0	0	0	0	0	0
ENSMUSG00000003484.4	0	0	0	0	0	0
ENSMUSG00000003500.13	1726	2114	1427	2885	1759	2164
ENSMUSG00000003505.15	0	0	0	0	0	0
ENSMUSG00000003518.13	502	567	520	707	519	473
ENSMUSG00000003526.11	227	348	245	332	267	337
ENSMUSG00000003527.8	982	914	784	984	962	1064
ENSMUSG00000003528.14	1405	1557	1182	1889	1450	1579
ENSMUSG00000003531.14	348	438	300	456	392	514
ENSMUSG00000003534.17	542	547	315	566	468	451
ENSMUSG00000003541.6	131	120	90	117	68	117
ENSMUSG00000003545.3	0	10	0	15	14	8
ENSMUSG00000003546.9	434	457	349	445	506	532
ENSMUSG00000003549.9	502	553	329	723	564	678
ENSMUSG00000003555.7	0	0	0	0	0	0
ENSMUSG00000003559.7	388	421	326	441	340	428
ENSMUSG00000003573.15	800	728	427	784	599	824
ENSMUSG00000003575.13	607	338	268	362	473	348
ENSMUSG00000003581.14	66	117	75	120	145	148
ENSMUSG00000003585.13	45	61	18	63	64	107
ENSMUSG00000003604.14	1396	1758	1149	2097	1280	1727
ENSMUSG00000003617.16	0	0	0	0	0	0
ENSMUSG00000003623.4	125	111	142	118	132	193
ENSMUSG00000003644.17	3458	3868	2560	3840	2988	3259
ENSMUSG00000003657.9	45	80	17	59	50	80
ENSMUSG00000003660.10	9794	10931	8287	8360	6706	6461
ENSMUSG00000003662.10	554	753	590	889	754	910
ENSMUSG00000003665.6	0	0	1	0	2	0
ENSMUSG00000003680.15	964	971	617	911	935	857
ENSMUSG00000003721.14	290	260	254	270	268	321
ENSMUSG00000003731.13	4515	4891	4016	4895	3466	4045
ENSMUSG00000003746.16	109	111	90	89	79	123
ENSMUSG00000003752.9	590	703	399	666	519	565
ENSMUSG00000003762.13	79	170	93	133	130	141
ENSMUSG00000003778.14	2526	2718	2075	3069	2261	2559
ENSMUSG00000003779.15	5072	6002	4077	4873	4673	5562
ENSMUSG00000003808.18	2778	3026	2226	3501	2847	3234
ENSMUSG00000003809.14	1591	1476	1240	1933	1664	1755
ENSMUSG00000003810.12	1927	2035	1268	1699	1438	1356
ENSMUSG00000003812.13	191	136	116	153	200	191
ENSMUSG00000003813.15	2011	2156	1281	1985	1580	1790
ENSMUSG00000003814.8	13316	13602	12790	17078	14414	19406
ENSMUSG00000003824.12	968	891	641	955	638	857
ENSMUSG00000003847.16	764	642	866	658	475	484
ENSMUSG00000003848.14	2350	2683	1847	2764	2394	2548
ENSMUSG00000003849.8	613	559	366	424	547	523
ENSMUSG00000003863.18	145	92	103	114	111	87
ENSMUSG00000003865.16	1340	1460	849	1024	1113	1301
ENSMUSG00000003868.14	5368	5634	4196	6166	5765	5824
ENSMUSG00000003872.9	33	31	9	13	36	46
ENSMUSG00000003873.11	3060	3490	2167	3431	3216	3797
ENSMUSG00000003882.4	0	0	0	0	0	0
ENSMUSG00000003923.14	1326	1645	1113	1698	966	1618
ENSMUSG00000003929.10	84	55	46	38	34	28
ENSMUSG00000003934.5	266	210	179	142	209	176
ENSMUSG00000003948.17	18	12	7	18	17	25
ENSMUSG00000003949.16	24	14	32	19	30	34
ENSMUSG00000003955.7	949	1168	896	1543	1060	1663
ENSMUSG00000003970.8	31328	37635	23052	41821	38227	37152
ENSMUSG00000003974.6	0	0	0	1	1	3
ENSMUSG00000003992.14	87	109	68	139	98	115
ENSMUSG00000004018.9	144	193	171	312	116	176
ENSMUSG00000004031.13	3	39	6	25	18	30
ENSMUSG00000004032.10	33	90	57	63	88	79
ENSMUSG00000004035.12	0	11	14	7	10	0
ENSMUSG00000004038.9	32	6	2	16	0	0
ENSMUSG00000004040.16	4856	4855	3836	4577	4592	4354
ENSMUSG00000004043.14	193	213	241	272	233	232
ENSMUSG00000004044.9	1290	1596	1590	2129	1536	1508
ENSMUSG00000004054.8	782	857	553	627	869	693
ENSMUSG00000004056.15	2587	2703	1924	2634	2224	2657
ENSMUSG00000004069.16	2241	2127	1961	2449	2430	2527
ENSMUSG00000004070.15	912	1030	805	984	985	1007
ENSMUSG00000004071.12	853	978	762	1166	1014	1322
ENSMUSG00000004085.14	429	555	321	447	396	479
ENSMUSG00000004096.9	1716	2156	1411	2197	1887	2161
ENSMUSG00000004098.7	135	90	153	83	79	51
ENSMUSG00000004099.16	10476	10104	7758	9762	7602	7172
ENSMUSG00000004100.12	3663	3913	2959	4005	3632	3689
ENSMUSG00000004105.8	2	42	2	9	24	2
ENSMUSG00000004110.15	0	2	8	3	5	1
ENSMUSG00000004113.18	80	91	87	137	92	80
ENSMUSG00000004127.12	330	427	326	528	351	577
ENSMUSG00000004151.16	265	529	287	565	345	460
ENSMUSG00000004187.10	64	59	48	44	42	71
ENSMUSG00000004207.14	3752	4374	2862	3760	3877	4005
ENSMUSG00000004221.16	242	362	288	333	278	321
ENSMUSG00000004231.15	8	0	16	11	18	9
ENSMUSG00000004233.14	149	177	150	190	157	160
ENSMUSG00000004263.15	213	235	94	236	104	139
ENSMUSG00000004264.17	9001	8916	7391	11077	8857	11138
ENSMUSG00000004266.15	418	379	323	358	392	348
ENSMUSG00000004267.16	19	30	3	20	23	13
ENSMUSG00000004268.11	3089	3624	2698	4360	3269	4504
ENSMUSG00000004270.13	1332	1166	830	957	1011	987
ENSMUSG00000004285.12	1314	2061	1550	2493	1730	2362
ENSMUSG00000004296.14	0	0	0	0	0	0
ENSMUSG00000004317.14	160	167	187	198	136	170
ENSMUSG00000004319.15	1297	1275	1044	1305	1076	1381
ENSMUSG00000004328.15	55	71	118	87	43	60
ENSMUSG00000004341.7	0	0	2	0	2	0
ENSMUSG00000004344.11	0	0	0	0	0	0
ENSMUSG00000004347.16	0	1	0	1	2	5
ENSMUSG00000004356.8	3960	4266	3425	3920	2555	2811
ENSMUSG00000004359.16	0	11	13	0	7	0
ENSMUSG00000004360.9	17	1	44	32	13	24
ENSMUSG00000004364.14	569	478	420	524	357	533
ENSMUSG00000004366.3	0	0	0	3	0	14
ENSMUSG00000004371.14	9	16	11	6	8	6
ENSMUSG00000004383.18	429	413	268	278	358	404
ENSMUSG00000004393.10	2418	3014	2078	2990	2360	2563
ENSMUSG00000004394.12	541	517	394	667	588	637
ENSMUSG00000004415.15	16	17	8	44	25	55
ENSMUSG00000004446.12	1373	1482	986	1502	1279	1607
ENSMUSG00000004451.14	1134	1003	699	908	889	892
ENSMUSG00000004455.16	5887	6396	4458	6562	5605	7048
ENSMUSG00000004460.16	2617	3048	1964	3117	2558	3307
ENSMUSG00000004462.6	537	504	422	497	520	576
ENSMUSG00000004473.10	0	21	12	18	10	10
ENSMUSG00000004500.9	294	179	159	231	231	169
ENSMUSG00000004508.6	7	36	13	14	6	21
ENSMUSG00000004530.12	5966	6095	5002	6753	5635	5672
ENSMUSG00000004535.12	1710	1633	1250	1738	1377	1865
ENSMUSG00000004540.7	0	0	0	0	0	0
ENSMUSG00000004542.15	0	0	0	0	0	0
ENSMUSG00000004552.16	0	0	0	0	0	0
ENSMUSG00000004558.14	288	163	180	192	263	206
ENSMUSG00000004561.14	692	714	579	780	651	620
ENSMUSG00000004562.16	172	150	91	128	117	101
ENSMUSG00000004565.15	3240	3176	2881	3616	2896	2809
ENSMUSG00000004567.16	1194	1412	860	1426	1131	1488
ENSMUSG00000004568.12	2477	2687	1771	2295	2005	2359
ENSMUSG00000004591.16	1724	1688	1303	1636	1354	1683
ENSMUSG00000004609.11	0	0	0	1	0	0
ENSMUSG00000004610.4	81	146	100	151	170	157
ENSMUSG00000004612.9	0	0	0	4	0	5
ENSMUSG00000004613.7	0	0	0	0	0	0
ENSMUSG00000004626.14	611	631	494	648	583	580
ENSMUSG00000004630.18	0	2	0	2	2	0
ENSMUSG00000004631.15	50	122	68	88	60	75
ENSMUSG00000004633.17	79	120	50	132	85	163
ENSMUSG00000004637.15	338	385	177	374	285	428
ENSMUSG00000004642.13	1975	2134	1750	2402	2272	2070
ENSMUSG00000004651.6	0	8	0	0	1	0
ENSMUSG00000004654.6	0	0	0	0	0	0
ENSMUSG00000004655.5	0	0	7	0	0	0
ENSMUSG00000004661.15	1919	1890	1395	1704	1538	1377
ENSMUSG00000004665.10	714	491	733	634	725	376
ENSMUSG00000004667.18	5275	5884	4534	8616	6065	6450
ENSMUSG00000004668.14	14	2	22	15	24	18
ENSMUSG00000004677.17	3208	2835	2444	2569	2634	1957
ENSMUSG00000004698.10	14	2	16	13	18	17
ENSMUSG00000004707.14	0	0	0	0	0	0
ENSMUSG00000004709.14	0	0	0	0	1	4
ENSMUSG00000004730.14	0	0	0	0	0	0
ENSMUSG00000004748.5	208	282	191	422	268	332
ENSMUSG00000004768.14	1312	1101	1132	1235	1234	1442
ENSMUSG00000004771.12	648	794	587	972	591	1090
ENSMUSG00000004788.11	2768	2799	1925	3293	2453	3276
ENSMUSG00000004789.9	2014	2440	2016	2605	2415	2643
ENSMUSG00000004791.6	22	0	2	8	13	22
ENSMUSG00000004798.14	127	147	29	80	74	85
ENSMUSG00000004814.10	0	0	0	0	0	0
ENSMUSG00000004815.12	308	251	279	275	325	221
ENSMUSG00000004821.1	0	0	0	0	0	0
ENSMUSG00000004837.2	12	0	0	0	1	0
ENSMUSG00000004842.18	0	0	0	0	0	0
ENSMUSG00000004843.6	310	344	286	424	408	501
ENSMUSG00000004846.10	1654	1763	1080	2131	1393	1751
ENSMUSG00000004849.14	877	938	721	1247	932	953
ENSMUSG00000004864.12	57	113	69	66	104	125
ENSMUSG00000004865.15	5094	5122	4360	5546	4530	5204
ENSMUSG00000004872.15	0	0	0	0	5	4
ENSMUSG00000004880.11	4085	3724	3693	3796	3485	3901
ENSMUSG00000004885.5	3	23	22	39	22	30
ENSMUSG00000004891.16	476	799	449	1123	404	665
ENSMUSG00000004892.13	20	18	17	43	34	32
ENSMUSG00000004894.10	0	0	0	0	0	0
ENSMUSG00000004895.9	1577	2196	1341	2059	2041	2100
ENSMUSG00000004896.16	225	238	126	200	152	202
ENSMUSG00000004897.16	11090	12888	8282	13835	9862	12166
ENSMUSG00000004902.7	11	0	0	0	4	0
ENSMUSG00000004929.12	3913	4288	3144	5061	3599	4292
ENSMUSG00000004931.11	690	840	615	833	884	916
ENSMUSG00000004933.17	0	16	6	10	7	0
ENSMUSG00000004934.14	1241	911	983	1250	1186	910
ENSMUSG00000004936.8	2122	2399	1592	1933	1928	2378
ENSMUSG00000004937.6	2517	2419	1634	2682	2605	2286
ENSMUSG00000004939.7	0	1	1	0	0	5
ENSMUSG00000004945.15	189	351	131	334	196	340
ENSMUSG00000004947.15	812	895	578	778	823	823
ENSMUSG00000004948.12	49	65	51	117	35	54
ENSMUSG00000004951.10	20483	23656	14188	22997	21522	22340
ENSMUSG00000004952.13	344	252	235	197	320	184
ENSMUSG00000004961.7	28	9	7	14	20	11
ENSMUSG00000004980.16	17434	16502	17062	22671	18047	21221
ENSMUSG00000004988.9	0	6	1	3	7	9
ENSMUSG00000004994.12	257	257	153	236	288	329
ENSMUSG00000004996.9	565	461	559	899	603	570
ENSMUSG00000005034.15	1265	1141	940	1084	1099	1114
ENSMUSG00000005043.13	75	82	46	68	87	57
ENSMUSG00000005045.16	184	185	147	115	100	144
ENSMUSG00000005054.7	300	165	236	162	253	146
ENSMUSG00000005057.13	21	57	48	57	34	39
ENSMUSG00000005069.12	1679	1342	1231	1388	1713	1688
ENSMUSG00000005078.16	353	545	329	493	372	720
ENSMUSG00000005087.17	0	0	18	5	9	11
ENSMUSG00000005089.15	0	0	0	4	0	4
ENSMUSG00000005102.13	609	609	421	489	483	555
ENSMUSG00000005103.12	4414	4442	3875	3929	3891	3786
ENSMUSG00000005107.13	1	6	3	3	5	0
ENSMUSG00000005124.9	14	0	8	31	9	22
ENSMUSG00000005125.12	160	69	159	150	194	118
ENSMUSG00000005131.4	3	10	14	13	1	8
ENSMUSG00000005142.10	916	919	802	1023	934	883
ENSMUSG00000005148.7	8101	5205	5819	6243	6687	6362
ENSMUSG00000005150.16	379	302	270	510	401	418
ENSMUSG00000005161.15	2727	2996	2383	3417	3175	3997
ENSMUSG00000005198.15	16021	17418	12470	14567	11601	12567
ENSMUSG00000005202.2	0	0	0	0	0	6
ENSMUSG00000005204.12	9153	8582	7345	10048	8592	10113
ENSMUSG00000005220.10	0	0	0	0	0	0
ENSMUSG00000005225.15	1064	1094	935	990	951	1083
ENSMUSG00000005232.11	0	0	0	0	4	0
ENSMUSG00000005233.16	1126	1454	944	1445	820	1968
ENSMUSG00000005237.14	72	81	73	100	75	58
ENSMUSG00000005251.14	325	186	255	276	234	260
ENSMUSG00000005262.12	535	543	581	601	721	781
ENSMUSG00000005267.13	27	56	12	17	36	46
ENSMUSG00000005268.20	3	0	2	5	3	3
ENSMUSG00000005299.6	2132	1935	1352	1711	1640	1911
ENSMUSG00000005312.14	7080	6664	5078	6737	5382	7074
ENSMUSG00000005320.9	156	129	119	134	147	163
ENSMUSG00000005338.13	32	8	15	42	31	26
ENSMUSG00000005339.10	0	0	0	0	0	0
ENSMUSG00000005354.15	4132	3820	3069	4445	3946	4648
ENSMUSG00000005355.9	15	9	14	1	11	7
ENSMUSG00000005357.9	0	11	4	0	3	10
ENSMUSG00000005360.14	256	374	337	466	254	383
ENSMUSG00000005362.14	597	804	737	785	680	1110
ENSMUSG00000005364.11	21	11	22	43	6	35
ENSMUSG00000005370.3	11115	10646	9398	8858	8395	8914
ENSMUSG00000005371.14	192	134	107	149	167	200
ENSMUSG00000005373.13	29	16	26	16	29	18
ENSMUSG00000005374.13	1157	1179	840	1180	979	1099
ENSMUSG00000005378.17	1781	1437	1217	1766	1466	1500
ENSMUSG00000005397.7	5891	5284	4621	5448	3820	3529
ENSMUSG00000005410.6	11635	10969	9181	12366	10759	11206
ENSMUSG00000005413.8	2604	2824	1882	2108	2740	2505
ENSMUSG00000005417.17	4137	4719	2763	4095	3277	3847
ENSMUSG00000005442.13	6005	6309	4022	5744	4499	4524
ENSMUSG00000005447.12	372	473	296	426	364	400
ENSMUSG00000005465.9	57	32	34	57	33	17
ENSMUSG00000005469.10	1896	1863	1494	2066	2038	1671
ENSMUSG00000005470.8	1700	1320	1351	1621	1626	1394
ENSMUSG00000005474.9	0	0	0	0	0	0
ENSMUSG00000005481.18	4653	6274	3689	6392	4665	7089
ENSMUSG00000005483.10	2096	2907	1466	2432	2311	3469
ENSMUSG00000005493.15	10	38	11	27	15	10
ENSMUSG00000005501.14	181	219	270	159	191	210
ENSMUSG00000005503.8	11	7	30	27	16	15
ENSMUSG00000005505.12	561	424	370	424	497	416
ENSMUSG00000005506.16	10448	9404	6916	9072	7759	8585
ENSMUSG00000005510.9	1413	1840	1202	1706	1408	1967
ENSMUSG00000005514.14	1655	1879	1506	2240	1732	1880
ENSMUSG00000005533.10	734	799	529	729	551	528
ENSMUSG00000005534.10	318	314	215	212	236	190
ENSMUSG00000005540.10	0	1	2	1	0	1
ENSMUSG00000005547.14	0	0	0	0	3	0
ENSMUSG00000005553.14	0	11	3	12	14	18
ENSMUSG00000005566.14	41046	43815	29554	40602	37593	36875
ENSMUSG00000005575.16	1614	2031	1126	2024	1412	1882
ENSMUSG00000005580.11	87	162	80	124	107	90
ENSMUSG00000005583.16	9	0	3	0	2	0
ENSMUSG00000005609.16	1566	2145	1542	1919	1456	2125
ENSMUSG00000005610.17	36356	33877	25350	38416	30507	40252
ENSMUSG00000005611.15	0	1	1	5	1	1
ENSMUSG00000005615.14	802	892	781	874	862	960
ENSMUSG00000005621.11	1410	1408	939	1176	1209	969
ENSMUSG00000005625.15	3442	4237	2605	4277	3807	4724
ENSMUSG00000005628.12	0	0	1	3	2	2
ENSMUSG00000005640.11	0	0	0	2	0	0
ENSMUSG00000005649.17	0	0	0	0	2	0
ENSMUSG00000005656.9	357	473	308	320	289	475
ENSMUSG00000005667.8	1364	1519	826	1035	1309	1402
ENSMUSG00000005672.12	2992	2737	1482	1745	1871	2222
ENSMUSG00000005674.9	543	903	585	801	551	772
ENSMUSG00000005677.14	0	0	0	0	0	0
ENSMUSG00000005681.12	0	0	0	3	3	3
ENSMUSG00000005682.9	1103	1122	821	1054	921	1009
ENSMUSG00000005683.8	9158	9734	6776	10428	8345	9973
ENSMUSG00000005686.17	145	156	137	120	187	99
ENSMUSG00000005687.14	7526	9458	5254	11773	6427	11113
ENSMUSG00000005696.11	0	0	0	1	0	0
ENSMUSG00000005698.15	3369	3306	2529	3132	2863	3329
ENSMUSG00000005699.16	167	233	242	242	235	292
ENSMUSG00000005705.10	17	0	0	0	0	0
ENSMUSG00000005716.16	0	0	0	0	0	0
ENSMUSG00000005718.7	662	850	630	931	684	843
ENSMUSG00000005732.14	14759	16539	10140	19120	13497	17795
ENSMUSG00000005763.15	0	0	2	0	2	5
ENSMUSG00000005774.12	318	214	158	154	203	203
ENSMUSG00000005779.12	3828	4497	2688	4440	4113	5029
ENSMUSG00000005800.3	0	0	0	0	0	0
ENSMUSG00000005802.12	96	78	24	51	55	139
ENSMUSG00000005803.14	0	0	0	0	2	0
ENSMUSG00000005804.14	313	425	249	316	267	421
ENSMUSG00000005813.12	1383	1408	1100	1492	1180	1584
ENSMUSG00000005823.8	214	187	149	153	215	236
ENSMUSG00000005824.6	0	0	0	0	0	0
ENSMUSG00000005836.8	549	632	397	905	645	1302
ENSMUSG00000005846.11	2063	3198	2233	3720	2398	3011
ENSMUSG00000005864.7	0	0	0	0	0	0
ENSMUSG00000005871.14	1773	1827	1662	1735	1424	1221
ENSMUSG00000005873.5	389	522	366	458	523	672
ENSMUSG00000005881.13	1246	1262	952	1380	1274	1298
ENSMUSG00000005882.18	636	868	476	949	695	799
ENSMUSG00000005883.15	0	0	0	0	0	0
ENSMUSG00000005886.14	1235	1337	973	1083	968	872
ENSMUSG00000005891.6	0	0	0	0	0	0
ENSMUSG00000005892.4	3217	5467	4778	7653	4904	7194
ENSMUSG00000005893.14	898	801	663	541	743	752
ENSMUSG00000005897.14	128	129	109	135	117	155
ENSMUSG00000005899.12	3923	3823	3335	4000	3731	3692
ENSMUSG00000005907.14	552	485	540	557	494	551
ENSMUSG00000005917.15	12	6	11	8	9	15
ENSMUSG00000005936.18	1052	1235	1061	1299	1203	1420
ENSMUSG00000005947.11	5	23	38	8	6	12
ENSMUSG00000005949.9	160	119	156	175	257	121
ENSMUSG00000005950.14	52	38	38	33	42	59
ENSMUSG00000005951.13	71	84	50	49	69	90
ENSMUSG00000005952.15	0	0	0	0	2	0
ENSMUSG00000005958.14	1078	1080	619	808	916	820
ENSMUSG00000005968.14	103	126	68	128	94	150
ENSMUSG00000005973.6	3523	2751	3111	3018	3340	2859
ENSMUSG00000005980.15	0	0	0	0	0	0
ENSMUSG00000005981.11	5633	5520	3779	7425	4701	6269
ENSMUSG00000005982.13	489	459	424	555	509	380
ENSMUSG00000005983.15	1	26	7	17	10	18
ENSMUSG00000005986.15	67	65	70	82	79	70
ENSMUSG00000005994.14	0	0	0	0	3	0
ENSMUSG00000006005.17	3299	3692	3093	3690	2488	3088
ENSMUSG00000006007.14	0	1	0	0	0	1
ENSMUSG00000006010.14	44	65	61	64	38	85
ENSMUSG00000006014.16	0	0	5	10	1	6
ENSMUSG00000006019.15	293	257	183	221	211	220
ENSMUSG00000006021.5	254	205	231	363	305	308
ENSMUSG00000006024.13	1582	1632	1272	1669	1946	1935
ENSMUSG00000006050.11	1391	1779	944	1606	1254	1645
ENSMUSG00000006056.13	42	110	84	55	84	55
ENSMUSG00000006057.15	4579	6162	3454	6856	5614	5953
ENSMUSG00000006058.10	1445	1528	1066	1985	1524	2017
ENSMUSG00000006095.12	884	1184	765	1429	1026	1139
ENSMUSG00000006127.9	323	289	340	345	352	381
ENSMUSG00000006134.3	2197	2406	1941	2160	1975	1882
ENSMUSG00000006143.12	13	0	4	6	4	5
ENSMUSG00000006154.13	0	0	2	4	3	0
ENSMUSG00000006169.19	2737	2863	2302	2918	2718	2967
ENSMUSG00000006179.8	42	46	40	65	42	62
ENSMUSG00000006191.17	213	222	195	192	171	243
ENSMUSG00000006200.3	5	47	6	11	11	28
ENSMUSG00000006204.6	0	0	0	0	1	0
ENSMUSG00000006205.13	1679	2482	1949	2758	1945	1913
ENSMUSG00000006215.12	919	1178	801	1279	995	1319
ENSMUSG00000006216.10	15	21	25	30	35	25
ENSMUSG00000006218.4	314	288	189	304	197	272
ENSMUSG00000006219.12	8127	8345	4839	8123	6371	6726
ENSMUSG00000006221.7	5	0	6	9	4	0
ENSMUSG00000006235.6	31	33	24	59	26	27
ENSMUSG00000006241.16	21	13	7	23	24	37
ENSMUSG00000006262.15	543	495	340	434	297	456
ENSMUSG00000006269.7	0	0	0	0	0	0
ENSMUSG00000006270.7	0	0	0	0	0	0
